topic_id	Q0	docno	rank	score	tag
1	Q0	AP880214-0002	66	0.81678987	run_name
1	Q0	AP880217-0075	67	0.81594765	run_name
1	Q0	AP880216-0157	68	0.8155706	run_name
1	Q0	AP880216-0188	69	0.81517303	run_name
1	Q0	AP880215-0122	70	0.81374294	run_name
1	Q0	AP880215-0031	71	0.8121261	run_name
1	Q0	AP880217-0202	72	0.8116069	run_name
1	Q0	AP880215-0118	73	0.81039125	run_name
1	Q0	AP880217-0128	74	0.8099669	run_name
1	Q0	AP880215-0067	75	0.8099552	run_name
1	Q0	AP880214-0041	76	0.8095182	run_name
1	Q0	AP880217-0165	77	0.80726135	run_name
1	Q0	AP880216-0207	78	0.8070062	run_name
1	Q0	AP880214-0029	79	0.80647177	run_name
1	Q0	AP880214-0018	80	0.80585074	run_name
1	Q0	AP880212-0006	81	0.8052118	run_name
1	Q0	AP880216-0106	82	0.80512434	run_name
1	Q0	AP880215-0144	83	0.80511683	run_name
1	Q0	AP880217-0056	84	0.8048967	run_name
1	Q0	AP880216-0072	85	0.80475587	run_name
1	Q0	AP880216-0060	86	0.8045344	run_name
1	Q0	AP880213-0073	87	0.80415136	run_name
1	Q0	AP880212-0056	88	0.8035499	run_name
1	Q0	AP880213-0047	89	0.80279005	run_name
1	Q0	AP880213-0138	90	0.80271506	run_name
1	Q0	AP880215-0161	91	0.8004062	run_name
1	Q0	AP880212-0158	92	0.7998268	run_name
1	Q0	AP880216-0194	93	0.799709	run_name
1	Q0	AP880215-0145	94	0.7981578	run_name
1	Q0	AP880214-0013	95	0.7957474	run_name
1	Q0	AP880214-0058	96	0.7949937	run_name
1	Q0	AP880217-0182	97	0.79466736	run_name
1	Q0	AP880216-0121	98	0.79450256	run_name
1	Q0	AP880215-0224	99	0.7932847	run_name
1	Q0	AP880215-0162	100	0.79292643	run_name
1	Q0	AP880214-0092	101	0.79202527	run_name
1	Q0	AP880217-0044	102	0.79186785	run_name
1	Q0	AP880217-0015	103	0.79141134	run_name
1	Q0	AP880216-0086	104	0.7906433	run_name
1	Q0	AP880217-0081	105	0.78827983	run_name
1	Q0	AP880215-0221	106	0.78696537	run_name
1	Q0	AP880212-0160	107	0.7867336	run_name
1	Q0	AP880215-0219	108	0.7864563	run_name
1	Q0	AP880216-0131	109	0.7856396	run_name
1	Q0	AP880215-0060	110	0.78523004	run_name
1	Q0	AP880215-0071	111	0.7851737	run_name
1	Q0	AP880215-0209	112	0.78486323	run_name
1	Q0	AP880217-0097	113	0.78471214	run_name
1	Q0	AP880217-0243	114	0.7843432	run_name
1	Q0	AP880217-0132	115	0.78314364	run_name
1	Q0	AP880215-0233	116	0.7816527	run_name
1	Q0	AP880216-0222	117	0.78022313	run_name
1	Q0	AP880212-0152	118	0.7792983	run_name
1	Q0	AP880215-0023	119	0.7790298	run_name
1	Q0	AP880216-0103	120	0.7790151	run_name
1	Q0	AP880215-0204	121	0.7785208	run_name
1	Q0	AP880215-0088	122	0.77783716	run_name
1	Q0	AP880213-0134	123	0.77761626	run_name
1	Q0	AP880215-0106	124	0.7767655	run_name
1	Q0	AP880217-0216	125	0.77552295	run_name
1	Q0	AP880217-0229	126	0.77505344	run_name
1	Q0	AP880217-0275	127	0.7736001	run_name
1	Q0	AP880212-0150	128	0.7730747	run_name
1	Q0	AP880216-0140	129	0.7727684	run_name
1	Q0	AP880215-0243	130	0.7712227	run_name
1	Q0	AP880214-0044	131	0.7709668	run_name
1	Q0	AP880217-0205	132	0.7709438	run_name
1	Q0	AP880217-0012	133	0.77019125	run_name
1	Q0	AP880212-0068	134	0.77007043	run_name
1	Q0	AP880217-0019	135	0.77001625	run_name
1	Q0	AP880215-0215	136	0.769573	run_name
1	Q0	AP880215-0070	137	0.7694977	run_name
1	Q0	AP880212-0096	138	0.7693174	run_name
1	Q0	AP880214-0021	139	0.7688439	run_name
1	Q0	AP880217-0147	140	0.7680553	run_name
1	Q0	AP880216-0224	141	0.767589	run_name
1	Q0	AP880214-0072	142	0.76755655	run_name
1	Q0	AP880216-0018	143	0.7674906	run_name
1	Q0	AP880217-0125	144	0.76675624	run_name
1	Q0	AP880217-0129	145	0.76668614	run_name
1	Q0	AP880217-0113	146	0.7657435	run_name
1	Q0	AP880213-0167	147	0.7655562	run_name
1	Q0	AP880216-0044	148	0.7654207	run_name
1	Q0	AP880213-0001	149	0.7647942	run_name
1	Q0	AP880216-0067	150	0.76472485	run_name
1	Q0	AP880212-0157	151	0.76452446	run_name
1	Q0	AP880215-0226	152	0.76432717	run_name
1	Q0	AP880217-0099	153	0.7641993	run_name
1	Q0	AP880212-0036	154	0.7638115	run_name
1	Q0	AP880214-0077	155	0.7631775	run_name
1	Q0	AP880216-0219	156	0.76226276	run_name
1	Q0	AP880212-0113	157	0.76201415	run_name
1	Q0	AP880217-0230	158	0.7617036	run_name
1	Q0	AP880212-0086	159	0.7616107	run_name
1	Q0	AP880215-0163	160	0.760272	run_name
1	Q0	AP880213-0141	161	0.7598807	run_name
1	Q0	AP880212-0050	162	0.7584628	run_name
1	Q0	AP880215-0043	163	0.7584411	run_name
1	Q0	AP880216-0070	164	0.75837827	run_name
1	Q0	AP880213-0035	165	0.75652105	run_name
1	Q0	AP880212-0069	166	0.7554058	run_name
1	Q0	AP880217-0283	167	0.7553443	run_name
1	Q0	AP880215-0183	168	0.75531685	run_name
1	Q0	AP880216-0064	169	0.75474274	run_name
1	Q0	AP880212-0098	170	0.7543294	run_name
1	Q0	AP880214-0035	171	0.7542442	run_name
1	Q0	AP880216-0061	172	0.7542008	run_name
1	Q0	AP880216-0105	173	0.75404304	run_name
1	Q0	AP880213-0098	174	0.7537127	run_name
1	Q0	AP880213-0034	175	0.7530952	run_name
1	Q0	AP880212-0033	176	0.7504368	run_name
1	Q0	AP880212-0041	177	0.7503531	run_name
1	Q0	AP880217-0048	178	0.74953276	run_name
1	Q0	AP880215-0134	179	0.74777013	run_name
1	Q0	AP880213-0169	180	0.74714833	run_name
1	Q0	AP880214-0038	181	0.7470714	run_name
1	Q0	AP880216-0071	182	0.74655765	run_name
1	Q0	AP880217-0272	183	0.7464674	run_name
1	Q0	AP880217-0131	184	0.7448237	run_name
1	Q0	AP880216-0063	185	0.74446106	run_name
1	Q0	AP880213-0086	186	0.74432904	run_name
1	Q0	AP880212-0016	187	0.74408376	run_name
1	Q0	AP880215-0208	188	0.7431712	run_name
1	Q0	AP880216-0200	189	0.7405238	run_name
1	Q0	AP880216-0216	190	0.74022853	run_name
1	Q0	AP880217-0175	191	0.7398397	run_name
1	Q0	AP880213-0121	192	0.7394596	run_name
1	Q0	AP880217-0140	193	0.739288	run_name
1	Q0	AP880215-0033	194	0.73928654	run_name
1	Q0	AP880216-0048	195	0.73899674	run_name
1	Q0	AP880213-0018	196	0.7388848	run_name
1	Q0	AP880213-0072	197	0.73743314	run_name
1	Q0	AP880216-0150	198	0.736945	run_name
1	Q0	AP880215-0009	199	0.736308	run_name
1	Q0	AP880216-0160	200	0.7361918	run_name
1	Q0	AP880214-0010	201	0.73593825	run_name
1	Q0	AP880215-0074	202	0.7357434	run_name
1	Q0	AP880215-0211	203	0.73532575	run_name
1	Q0	AP880216-0223	204	0.7350512	run_name
1	Q0	AP880216-0096	205	0.7341728	run_name
1	Q0	AP880214-0050	206	0.73376346	run_name
1	Q0	AP880214-0017	207	0.73222303	run_name
1	Q0	AP880213-0099	208	0.7319431	run_name
1	Q0	AP880216-0004	209	0.73097336	run_name
1	Q0	AP880216-0101	210	0.730829	run_name
1	Q0	AP880213-0105	211	0.7306491	run_name
1	Q0	AP880216-0080	212	0.7303159	run_name
1	Q0	AP880215-0239	213	0.73000646	run_name
1	Q0	AP880213-0051	214	0.7298709	run_name
1	Q0	AP880214-0033	215	0.7293172	run_name
1	Q0	AP880217-0106	216	0.7286619	run_name
1	Q0	AP880213-0022	217	0.7283168	run_name
1	Q0	AP880216-0145	218	0.72808224	run_name
1	Q0	AP880215-0076	219	0.7278143	run_name
1	Q0	AP880217-0292	220	0.7275986	run_name
1	Q0	AP880214-0046	221	0.7275679	run_name
1	Q0	AP880215-0072	222	0.7270515	run_name
1	Q0	AP880213-0052	223	0.7267464	run_name
1	Q0	AP880217-0177	224	0.72664016	run_name
1	Q0	AP880213-0197	225	0.72635084	run_name
1	Q0	AP880216-0098	226	0.72587955	run_name
1	Q0	AP880217-0214	227	0.72502935	run_name
1	Q0	AP880215-0175	228	0.72474235	run_name
1	Q0	AP880213-0172	229	0.72472745	run_name
1	Q0	AP880215-0212	230	0.7242623	run_name
1	Q0	AP880214-0049	231	0.7238692	run_name
1	Q0	AP880216-0126	232	0.7236925	run_name
1	Q0	AP880215-0094	233	0.72339773	run_name
1	Q0	AP880216-0129	234	0.7211703	run_name
1	Q0	AP880212-0051	235	0.7210045	run_name
1	Q0	AP880217-0023	236	0.72091764	run_name
1	Q0	AP880214-0019	237	0.72050184	run_name
1	Q0	AP880217-0159	238	0.7191065	run_name
1	Q0	AP880214-0082	239	0.71896154	run_name
1	Q0	AP880214-0059	240	0.7189234	run_name
1	Q0	AP880216-0116	241	0.7187136	run_name
1	Q0	AP880212-0074	242	0.71818817	run_name
1	Q0	AP880215-0081	243	0.71699905	run_name
1	Q0	AP880217-0091	244	0.71660227	run_name
1	Q0	AP880213-0106	245	0.7162896	run_name
1	Q0	AP880217-0063	246	0.7159346	run_name
1	Q0	AP880217-0194	247	0.7157894	run_name
1	Q0	AP880216-0215	248	0.7157832	run_name
1	Q0	AP880217-0225	249	0.71546537	run_name
1	Q0	AP880216-0220	250	0.71541345	run_name
1	Q0	AP880213-0163	251	0.71518135	run_name
1	Q0	AP880217-0285	252	0.7149041	run_name
1	Q0	AP880217-0288	253	0.71488935	run_name
1	Q0	AP880216-0227	254	0.71436244	run_name
1	Q0	AP880217-0123	255	0.7143418	run_name
1	Q0	AP880213-0131	256	0.7131248	run_name
1	Q0	AP880215-0050	257	0.71299505	run_name
1	Q0	AP880212-0025	258	0.71264803	run_name
1	Q0	AP880217-0033	259	0.71189964	run_name
1	Q0	AP880217-0248	260	0.7116889	run_name
1	Q0	AP880215-0147	261	0.71119654	run_name
1	Q0	AP880215-0115	262	0.7111931	run_name
1	Q0	AP880216-0016	263	0.71078306	run_name
1	Q0	AP880215-0253	264	0.71064866	run_name
1	Q0	AP880216-0078	265	0.71043116	run_name
1	Q0	AP880216-0213	266	0.7096342	run_name
1	Q0	AP880212-0049	267	0.70869106	run_name
1	Q0	AP880213-0123	268	0.7074664	run_name
1	Q0	AP880217-0134	269	0.7070718	run_name
1	Q0	AP880215-0028	270	0.707038	run_name
1	Q0	AP880215-0102	271	0.7057152	run_name
1	Q0	AP880216-0074	272	0.7056938	run_name
1	Q0	AP880215-0214	273	0.70547533	run_name
1	Q0	AP880217-0276	274	0.7042753	run_name
1	Q0	AP880212-0079	275	0.70421576	run_name
1	Q0	AP880216-0119	276	0.7035061	run_name
1	Q0	AP880212-0072	277	0.70278007	run_name
1	Q0	AP880212-0107	278	0.70274085	run_name
1	Q0	AP880213-0176	279	0.7027081	run_name
1	Q0	AP880214-0085	280	0.7025185	run_name
1	Q0	AP880213-0041	281	0.7023856	run_name
1	Q0	AP880213-0193	282	0.7023648	run_name
1	Q0	AP880217-0266	283	0.70225537	run_name
1	Q0	AP880212-0032	284	0.702097	run_name
1	Q0	AP880217-0116	285	0.70195174	run_name
1	Q0	AP880214-0005	286	0.7018501	run_name
1	Q0	AP880213-0013	287	0.70163167	run_name
1	Q0	AP880212-0099	288	0.7015922	run_name
1	Q0	AP880212-0065	289	0.7012208	run_name
1	Q0	AP880213-0009	290	0.70109135	run_name
1	Q0	AP880213-0124	291	0.7004727	run_name
1	Q0	AP880213-0007	292	0.70043653	run_name
1	Q0	AP880215-0022	293	0.7002404	run_name
1	Q0	AP880216-0205	294	0.6998135	run_name
1	Q0	AP880213-0094	295	0.69978905	run_name
1	Q0	AP880213-0115	296	0.6995926	run_name
1	Q0	AP880216-0199	297	0.69958043	run_name
1	Q0	AP880215-0103	298	0.69945914	run_name
1	Q0	AP880214-0061	299	0.69931984	run_name
1	Q0	AP880213-0064	300	0.69929343	run_name
1	Q0	AP880217-0169	301	0.69855416	run_name
1	Q0	AP880216-0152	302	0.6984315	run_name
1	Q0	AP880216-0051	303	0.69837564	run_name
1	Q0	AP880217-0100	304	0.69827336	run_name
1	Q0	AP880213-0195	305	0.6974778	run_name
1	Q0	AP880217-0178	306	0.69738036	run_name
1	Q0	AP880215-0198	307	0.697193	run_name
1	Q0	AP880215-0015	308	0.69708455	run_name
1	Q0	AP880212-0078	309	0.6970323	run_name
1	Q0	AP880217-0195	310	0.69702524	run_name
1	Q0	AP880214-0040	311	0.69672227	run_name
1	Q0	AP880215-0158	312	0.69644636	run_name
1	Q0	AP880216-0166	313	0.6963812	run_name
1	Q0	AP880215-0182	314	0.69624823	run_name
1	Q0	AP880217-0193	315	0.6960943	run_name
1	Q0	AP880212-0019	316	0.69585854	run_name
1	Q0	AP880216-0112	317	0.6956056	run_name
1	Q0	AP880213-0177	318	0.6952606	run_name
1	Q0	AP880215-0116	319	0.69458246	run_name
1	Q0	AP880213-0162	320	0.693838	run_name
1	Q0	AP880213-0178	321	0.6938056	run_name
1	Q0	AP880213-0145	322	0.692812	run_name
1	Q0	AP880215-0090	323	0.6925054	run_name
1	Q0	AP880213-0092	324	0.6919201	run_name
1	Q0	AP880216-0146	325	0.6916582	run_name
1	Q0	AP880213-0096	326	0.6914822	run_name
1	Q0	AP880215-0041	327	0.69042057	run_name
1	Q0	AP880217-0061	328	0.6903582	run_name
1	Q0	AP880215-0080	329	0.6903486	run_name
1	Q0	AP880215-0013	330	0.69012034	run_name
1	Q0	AP880216-0211	331	0.68993616	run_name
1	Q0	AP880215-0154	332	0.6892736	run_name
1	Q0	AP880216-0202	333	0.6888151	run_name
1	Q0	AP880214-0083	334	0.68861455	run_name
1	Q0	AP880217-0002	335	0.68810827	run_name
1	Q0	AP880212-0133	336	0.686008	run_name
1	Q0	AP880213-0129	337	0.68594766	run_name
1	Q0	AP880217-0158	338	0.6858931	run_name
1	Q0	AP880213-0029	339	0.68533766	run_name
1	Q0	AP880216-0053	340	0.6850822	run_name
1	Q0	AP880213-0055	341	0.68482894	run_name
1	Q0	AP880212-0046	342	0.68430316	run_name
1	Q0	AP880216-0218	343	0.68353945	run_name
1	Q0	AP880217-0141	344	0.6834222	run_name
1	Q0	AP880213-0186	345	0.6831219	run_name
1	Q0	AP880212-0007	346	0.68312144	run_name
1	Q0	AP880217-0238	347	0.68289316	run_name
1	Q0	AP880215-0087	348	0.6816552	run_name
1	Q0	AP880213-0133	349	0.6812905	run_name
1	Q0	AP880214-0023	350	0.6811162	run_name
1	Q0	AP880217-0145	351	0.6808966	run_name
1	Q0	AP880213-0085	352	0.68076366	run_name
1	Q0	AP880215-0178	353	0.68017054	run_name
1	Q0	AP880214-0047	354	0.68013704	run_name
1	Q0	AP880213-0151	355	0.6799913	run_name
1	Q0	AP880212-0083	356	0.67967707	run_name
1	Q0	AP880215-0032	357	0.67935014	run_name
1	Q0	AP880213-0070	358	0.6792921	run_name
1	Q0	AP880215-0048	359	0.67918813	run_name
1	Q0	AP880216-0017	360	0.6788635	run_name
1	Q0	AP880217-0073	361	0.6787631	run_name
1	Q0	AP880217-0076	362	0.67849433	run_name
1	Q0	AP880214-0074	363	0.6784343	run_name
1	Q0	AP880217-0236	364	0.67816645	run_name
1	Q0	AP880215-0151	365	0.6778706	run_name
1	Q0	AP880212-0026	366	0.67759293	run_name
1	Q0	AP880213-0039	367	0.6768774	run_name
1	Q0	AP880216-0073	368	0.6768206	run_name
1	Q0	AP880215-0186	369	0.6767935	run_name
1	Q0	AP880216-0092	370	0.6767853	run_name
1	Q0	AP880212-0060	371	0.67644715	run_name
1	Q0	AP880213-0135	372	0.6760785	run_name
1	Q0	AP880215-0075	373	0.6754053	run_name
1	Q0	AP880216-0003	374	0.67537814	run_name
1	Q0	AP880216-0153	375	0.6752411	run_name
1	Q0	AP880213-0037	376	0.6751855	run_name
1	Q0	AP880215-0047	377	0.6750867	run_name
1	Q0	AP880213-0119	378	0.674914	run_name
1	Q0	AP880217-0151	379	0.6745084	run_name
1	Q0	AP880212-0081	380	0.6743304	run_name
1	Q0	AP880212-0024	381	0.6735958	run_name
1	Q0	AP880216-0045	382	0.6735929	run_name
1	Q0	AP880213-0175	383	0.6730737	run_name
1	Q0	AP880212-0076	384	0.6726375	run_name
1	Q0	AP880213-0174	385	0.6720478	run_name
1	Q0	AP880212-0034	386	0.6718847	run_name
1	Q0	AP880217-0043	387	0.6717788	run_name
1	Q0	AP880217-0181	388	0.6716613	run_name
1	Q0	AP880212-0059	389	0.6714043	run_name
1	Q0	AP880213-0187	390	0.67117035	run_name
1	Q0	AP880215-0066	391	0.67105424	run_name
1	Q0	AP880215-0138	392	0.6706327	run_name
1	Q0	AP880212-0147	393	0.67006314	run_name
1	Q0	AP880213-0079	394	0.6697219	run_name
1	Q0	AP880214-0076	395	0.66906697	run_name
1	Q0	AP880217-0172	396	0.6684891	run_name
1	Q0	AP880213-0108	397	0.6680747	run_name
1	Q0	AP880215-0044	398	0.6679322	run_name
1	Q0	AP880217-0025	399	0.667916	run_name
1	Q0	AP880213-0020	400	0.66742796	run_name
1	Q0	AP880216-0117	401	0.6669585	run_name
1	Q0	AP880215-0213	402	0.6668937	run_name
1	Q0	AP880215-0189	403	0.6668185	run_name
1	Q0	AP880215-0121	404	0.66626394	run_name
1	Q0	AP880215-0056	405	0.6659694	run_name
1	Q0	AP880212-0170	406	0.6655905	run_name
1	Q0	AP880215-0086	407	0.66430753	run_name
1	Q0	AP880215-0083	408	0.6639906	run_name
1	Q0	AP880215-0004	409	0.66358566	run_name
1	Q0	AP880216-0138	410	0.6635276	run_name
1	Q0	AP880216-0040	411	0.6623293	run_name
1	Q0	AP880216-0187	412	0.6618457	run_name
1	Q0	AP880213-0196	413	0.6610697	run_name
1	Q0	AP880217-0127	414	0.66046095	run_name
1	Q0	AP880215-0199	415	0.6597936	run_name
1	Q0	AP880217-0261	416	0.65898293	run_name
1	Q0	AP880217-0277	417	0.65896094	run_name
1	Q0	AP880212-0043	418	0.6589255	run_name
1	Q0	AP880215-0190	419	0.6587209	run_name
1	Q0	AP880217-0286	420	0.6586118	run_name
1	Q0	AP880212-0122	421	0.65815073	run_name
1	Q0	AP880215-0120	422	0.65811396	run_name
1	Q0	AP880215-0192	423	0.65800375	run_name
1	Q0	AP880213-0189	424	0.65708673	run_name
1	Q0	AP880217-0279	425	0.6570695	run_name
1	Q0	AP880216-0079	426	0.65684474	run_name
1	Q0	AP880215-0193	427	0.656601	run_name
1	Q0	AP880215-0077	428	0.6555969	run_name
1	Q0	AP880212-0131	429	0.6554127	run_name
1	Q0	AP880216-0136	430	0.65505975	run_name
1	Q0	AP880216-0184	431	0.65503865	run_name
1	Q0	AP880217-0223	432	0.654745	run_name
1	Q0	AP880217-0163	433	0.6545583	run_name
1	Q0	AP880212-0166	434	0.65365845	run_name
1	Q0	AP880216-0030	435	0.6536086	run_name
1	Q0	AP880212-0103	436	0.65284413	run_name
1	Q0	AP880213-0142	437	0.65240234	run_name
1	Q0	AP880215-0165	438	0.65212476	run_name
1	Q0	AP880213-0120	439	0.65192765	run_name
1	Q0	AP880215-0085	440	0.6518824	run_name
1	Q0	AP880216-0142	441	0.6518554	run_name
1	Q0	AP880217-0273	442	0.65163755	run_name
1	Q0	AP880216-0083	443	0.65120983	run_name
1	Q0	AP880217-0184	444	0.65103054	run_name
1	Q0	AP880216-0151	445	0.6503156	run_name
1	Q0	AP880217-0133	446	0.64996827	run_name
1	Q0	AP880216-0156	447	0.6498486	run_name
1	Q0	AP880217-0271	448	0.64917994	run_name
1	Q0	AP880214-0048	449	0.6491399	run_name
1	Q0	AP880217-0036	450	0.64867854	run_name
1	Q0	AP880217-0068	451	0.6486764	run_name
1	Q0	AP880216-0185	452	0.6485096	run_name
1	Q0	AP880212-0137	453	0.64848906	run_name
1	Q0	AP880213-0059	454	0.6481371	run_name
1	Q0	AP880213-0074	455	0.6476102	run_name
1	Q0	AP880217-0161	456	0.647135	run_name
1	Q0	AP880217-0001	457	0.6469708	run_name
1	Q0	AP880212-0140	458	0.6466073	run_name
1	Q0	AP880217-0111	459	0.6464388	run_name
1	Q0	AP880213-0103	460	0.6460774	run_name
1	Q0	AP880216-0097	461	0.64605623	run_name
1	Q0	AP880217-0282	462	0.64565444	run_name
1	Q0	AP880217-0237	463	0.6451986	run_name
1	Q0	AP880217-0035	464	0.6450982	run_name
1	Q0	AP880215-0095	465	0.6449149	run_name
1	Q0	AP880213-0149	466	0.6444861	run_name
1	Q0	AP880217-0187	467	0.64448035	run_name
1	Q0	AP880213-0048	468	0.64424866	run_name
1	Q0	AP880213-0062	469	0.6441435	run_name
1	Q0	AP880213-0053	470	0.6440575	run_name
1	Q0	AP880213-0067	471	0.64405686	run_name
1	Q0	AP880216-0147	472	0.6438604	run_name
1	Q0	AP880213-0207	473	0.64383984	run_name
1	Q0	AP880215-0169	474	0.6435145	run_name
1	Q0	AP880217-0148	475	0.64312094	run_name
1	Q0	AP880213-0083	476	0.64310896	run_name
1	Q0	AP880216-0087	477	0.643049	run_name
1	Q0	AP880215-0058	478	0.6428707	run_name
1	Q0	AP880213-0021	479	0.6421344	run_name
1	Q0	AP880215-0018	480	0.64209276	run_name
1	Q0	AP880212-0077	481	0.64207673	run_name
1	Q0	AP880215-0017	482	0.6419322	run_name
1	Q0	AP880213-0081	483	0.6417431	run_name
1	Q0	AP880212-0031	484	0.6416753	run_name
1	Q0	AP880217-0160	485	0.6416335	run_name
1	Q0	AP880215-0099	486	0.6413241	run_name
1	Q0	AP880214-0028	487	0.6411516	run_name
1	Q0	AP880215-0248	488	0.6409982	run_name
1	Q0	AP880217-0298	489	0.6401377	run_name
1	Q0	AP880215-0035	490	0.63969207	run_name
1	Q0	AP880215-0237	491	0.6392915	run_name
1	Q0	AP880214-0062	492	0.63881713	run_name
1	Q0	AP880215-0093	493	0.6382522	run_name
1	Q0	AP880215-0063	494	0.6378774	run_name
1	Q0	AP880213-0198	495	0.63784415	run_name
1	Q0	AP880213-0045	496	0.6377968	run_name
1	Q0	AP880217-0028	497	0.63775504	run_name
1	Q0	AP880217-0051	498	0.63769156	run_name
1	Q0	AP880216-0125	499	0.63765913	run_name
1	Q0	AP880216-0042	500	0.6375805	run_name
1	Q0	AP880217-0240	501	0.6374688	run_name
1	Q0	AP880214-0031	502	0.63724464	run_name
1	Q0	AP880217-0078	503	0.63645333	run_name
1	Q0	AP880213-0082	504	0.6358024	run_name
1	Q0	AP880214-0036	505	0.6353051	run_name
1	Q0	AP880212-0145	506	0.6352421	run_name
1	Q0	AP880212-0008	507	0.6349741	run_name
1	Q0	AP880215-0104	508	0.6347139	run_name
1	Q0	AP880217-0092	509	0.6340229	run_name
1	Q0	AP880215-0167	510	0.633736	run_name
1	Q0	AP880213-0158	511	0.6334963	run_name
1	Q0	AP880215-0108	512	0.63335913	run_name
1	Q0	AP880215-0180	513	0.63325834	run_name
1	Q0	AP880217-0174	514	0.63293475	run_name
1	Q0	AP880217-0004	515	0.63285875	run_name
1	Q0	AP880213-0087	516	0.6323812	run_name
1	Q0	AP880214-0006	517	0.63192135	run_name
1	Q0	AP880217-0274	518	0.6318502	run_name
1	Q0	AP880215-0105	519	0.6317742	run_name
1	Q0	AP880215-0205	520	0.6313022	run_name
1	Q0	AP880215-0245	521	0.63117474	run_name
1	Q0	AP880213-0139	522	0.63086945	run_name
1	Q0	AP880215-0107	523	0.6307231	run_name
1	Q0	AP880217-0208	524	0.63069326	run_name
1	Q0	AP880215-0003	525	0.63025934	run_name
1	Q0	AP880215-0113	526	0.6300215	run_name
1	Q0	AP880216-0189	527	0.6298979	run_name
1	Q0	AP880213-0054	528	0.62901235	run_name
1	Q0	AP880217-0135	529	0.62894213	run_name
1	Q0	AP880212-0135	530	0.62865424	run_name
1	Q0	AP880214-0043	531	0.6286153	run_name
1	Q0	AP880216-0141	532	0.62840116	run_name
1	Q0	AP880214-0086	533	0.6278346	run_name
1	Q0	AP880216-0167	534	0.6274865	run_name
1	Q0	AP880215-0128	535	0.627441	run_name
1	Q0	AP880215-0123	536	0.6273749	run_name
1	Q0	AP880212-0120	537	0.62719595	run_name
